http://brapi.biodata.pt/raiz/Observed_variableDNAEx		'DNAEx'	'DNA_Excraction'	'http://brapi.biodata.pt/raiz/Observed_variableDNAEx'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variableWGS		'WGS'	'Whole_Genome_Sequencing'	'http://brapi.biodata.pt/raiz/Observed_variableWGS'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variableAMYL		'AMYL'	'AMYLOSE '	'http://brapi.biodata.pt/raiz/Observed_variableAMYL'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variablePRTD		'PRTD'	'PROTEIN'	'http://brapi.biodata.pt/raiz/Observed_variablePRTD'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variableFAT		'FAT'	'FAT'	'http://brapi.biodata.pt/raiz/Observed_variableFAT'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variableFIBER		'FIBER'	'FIBER'	'http://brapi.biodata.pt/raiz/Observed_variableFIBER'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variableTg		'Tg'	'GELATINTMP'	'http://brapi.biodata.pt/raiz/Observed_variableTg'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variableVPEAK		'VPEAK'	'VISCPEAK'	'http://brapi.biodata.pt/raiz/Observed_variableVPEAK'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variableSB		'SB'	'SETBACK'	'http://brapi.biodata.pt/raiz/Observed_variableSB'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variableeGI		'eGI'	'GI'	'http://brapi.biodata.pt/raiz/Observed_variableeGI'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variableRDS		'RDS'	'RDS'	'http://brapi.biodata.pt/raiz/Observed_variableRDS'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variableSDS		'SDS'	'SDS'	'http://brapi.biodata.pt/raiz/Observed_variableSDS'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variableRS		'RS'	'RS'	'http://brapi.biodata.pt/raiz/Observed_variableRS'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variableTS		'TS'	'TS'	'http://brapi.biodata.pt/raiz/Observed_variableTS'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variablekRVA		'kRVA'	'kRVA'	'http://brapi.biodata.pt/raiz/Observed_variablekRVA'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variableWUp		'WUp'	'COOKWUp'	'http://brapi.biodata.pt/raiz/Observed_variableWUp'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variableVER		'VER'	'COOKVER'	'http://brapi.biodata.pt/raiz/Observed_variableVER'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
http://brapi.biodata.pt/raiz/Observed_variableSL		'SL'	'COOKSL'	'http://brapi.biodata.pt/raiz/Observed_variableSL'	'ObsVar'	'Entity|InformationContentEntity|NamedThing|ObservedVariable|StudyVariable'
